"","Group.1","Longitude","Latitude","Distance.ft.","Swth.Wdth.ft.","Yld.Vol.Dry..bu.ac.","Yld.Mass.Wet..lb.ac.","Moisture...","Hding.Veh.deg.","Field","Dataset","Product","Swaths"
"38","9/27/2014 11:24:08 PM",-97.593656375,44.09597355,5.699,5.733,46.37,2782.6,0,359.6,"Stevens East","Stevens East-Soybeans","1500RR",6
"39","9/27/2014 11:24:09 PM",-97.5936562966667,44.095989125,5.666,5.733,44.83,2690.3,0,359.84,"Stevens East","Stevens East-Soybeans","1500RR",6
"40","9/27/2014 11:24:10 PM",-97.59365629,44.0960047066667,5.666,5.733,52.39,3143.6,0,0.055,"Stevens East","Stevens East-Soybeans","1500RR",6
"41","9/27/2014 11:24:11 PM",-97.5936564166667,44.0960204816667,5.764,5.733,54.32,3259.5,0,0.145,"Stevens East","Stevens East-Soybeans","1500RR",6
"42","9/27/2014 11:24:12 PM",-97.5936566733333,44.0960361266667,5.699,5.733,58.21,3492.9,0,359.77,"Stevens East","Stevens East-Soybeans","1500RR",6
"43","9/27/2014 11:24:13 PM",-97.5936568216667,44.0960517983333,5.699,5.733,49.31,2959,0,359.79,"Stevens East","Stevens East-Soybeans","1500RR",6
"44","9/27/2014 11:24:14 PM",-97.593656835,44.09606756,5.731,5.733,51.7,3102.8,0,0.258,"Stevens East","Stevens East-Soybeans","1500RR",6
"45","9/27/2014 11:24:15 PM",-97.593656905,44.09608344,5.797,5.733,54.09,3245.8,0,0.348,"Stevens East","Stevens East-Soybeans","1500RR",6
"46","9/27/2014 11:24:16 PM",-97.593657635,44.0960993066667,5.797,5.733,57.22,3433.6,0,359.45,"Stevens East","Stevens East-Soybeans","1500RR",6
"47","9/27/2014 11:24:17 PM",-97.593658435,44.096115215,5.797,5.733,61.39,3684.1,0,358.95,"Stevens East","Stevens East-Soybeans","1500RR",6
"48","9/27/2014 11:24:18 PM",-97.593659025,44.0961310983333,5.797,5.733,55.29,3318.1,0,358.7,"Stevens East","Stevens East-Soybeans","1500RR",6
"49","9/27/2014 11:24:19 PM",-97.5936598633333,44.09614695,5.797,5.733,57.14,3428.8,0,358.36,"Stevens East","Stevens East-Soybeans","1500RR",6
"50","9/27/2014 11:24:20 PM",-97.59366058,44.0961631066667,5.895,5.733,55.55,3333.7,0,358.41,"Stevens East","Stevens East-Soybeans","1500RR",6
"51","9/27/2014 11:24:21 PM",-97.5936610333333,44.0961793033333,5.895,5.733,58.16,3490,0,358.83,"Stevens East","Stevens East-Soybeans","1500RR",6
"52","9/27/2014 11:24:22 PM",-97.5936615283333,44.09619536,5.863,5.733,62.29,3738.1,0,359,"Stevens East","Stevens East-Soybeans","1500RR",6
"53","9/27/2014 11:24:23 PM",-97.5936620316667,44.09621166,5.928,5.733,63.09,3786.2,0,358.96,"Stevens East","Stevens East-Soybeans","1500RR",6
"54","9/27/2014 11:24:24 PM",-97.5936623733333,44.0962284133333,6.092,5.733,57.8,3468.8,0,359.09,"Stevens East","Stevens East-Soybeans","1500RR",6
"55","9/27/2014 11:24:25 PM",-97.5936630733333,44.0962451416667,6.092,5.733,58.49,3510.1,0,358.46,"Stevens East","Stevens East-Soybeans","1500RR",6
"56","9/27/2014 11:24:26 PM",-97.59366417,44.09626204,6.158,5.733,59.08,3545.2,0,358.08,"Stevens East","Stevens East-Soybeans","1500RR",6
"57","9/27/2014 11:24:27 PM",-97.5936641033333,44.096279075,6.224,5.733,61.37,3682.8,0,359.29,"Stevens East","Stevens East-Soybeans","1500RR",6
"58","9/27/2014 11:24:28 PM",-97.5936644316667,44.096296485,6.355,5.733,58.27,3496.9,0,359.44,"Stevens East","Stevens East-Soybeans","1500RR",6
"59","9/27/2014 11:24:29 PM",-97.5936651783333,44.0963141966667,6.453,5.733,67.76,4066.5,0,358.75,"Stevens East","Stevens East-Soybeans","1500RR",6
"60","9/27/2014 11:24:30 PM",-97.5936654766667,44.09633197,6.486,5.733,62.97,3779.1,0,358.92,"Stevens East","Stevens East-Soybeans","1500RR",6
"61","9/27/2014 11:24:31 PM",-97.5936652866667,44.0963496783333,6.453,5.733,66.39,3984.3,0,359.68,"Stevens East","Stevens East-Soybeans","1500RR",6
"62","9/27/2014 11:24:32 PM",-97.59366521,44.096367325,6.42,5.733,60.65,3639.4,0,0.031,"Stevens East","Stevens East-Soybeans","1500RR",6
"63","9/27/2014 11:24:33 PM",-97.5936654266667,44.0963848216667,6.388,5.733,69.26,4156.4,0,359.58,"Stevens East","Stevens East-Soybeans","1500RR",6
"64","9/27/2014 11:24:34 PM",-97.59366518,44.0964023966667,6.42,5.733,61.73,3704.7,0,359.8,"Stevens East","Stevens East-Soybeans","1500RR",6
"65","9/27/2014 11:24:35 PM",-97.59366483,44.096419925,6.388,5.733,73.34,4401.1,0,0.125,"Stevens East","Stevens East-Soybeans","1500RR",6
"66","9/27/2014 11:24:36 PM",-97.5936653716667,44.0964373766667,6.355,5.733,68.67,4120.7,0,359.47,"Stevens East","Stevens East-Soybeans","1500RR",6
"67","9/27/2014 11:24:37 PM",-97.59366597,44.096455275,6.519,5.733,67.44,4047,0,358.81,"Stevens East","Stevens East-Soybeans","1500RR",6
"68","9/27/2014 11:24:38 PM",-97.593666315,44.096473515,6.65,5.733,68.35,4101.5,0,358.99,"Stevens East","Stevens East-Soybeans","1500RR",6
"69","9/27/2014 11:24:39 PM",-97.5936664116667,44.09649116,6.42,5.733,68.84,4130.8,0,359.1,"Stevens East","Stevens East-Soybeans","1500RR",6
"70","9/27/2014 11:24:40 PM",-97.5936668016667,44.096508815,6.453,5.733,73.32,4399.6,0,358.99,"Stevens East","Stevens East-Soybeans","1500RR",6
"71","9/27/2014 11:24:41 PM",-97.593667135,44.096526485,6.453,5.733,69.71,4183.3,0,359.15,"Stevens East","Stevens East-Soybeans","1500RR",6
"72","9/27/2014 11:24:42 PM",-97.5936675716667,44.0965441516667,6.453,5.733,72.74,4365,0,359,"Stevens East","Stevens East-Soybeans","1500RR",6
"73","9/27/2014 11:24:43 PM",-97.593667895,44.096561905,6.486,5.733,68.93,4136.3,0,359.06,"Stevens East","Stevens East-Soybeans","1500RR",6
"74","9/27/2014 11:24:44 PM",-97.59366833,44.09657962,6.453,5.733,71.37,4282.8,0,359.02,"Stevens East","Stevens East-Soybeans","1500RR",6
"75","9/27/2014 11:24:45 PM",-97.593669175,44.0965973933333,6.486,5.733,68.35,4101.9,0,358.45,"Stevens East","Stevens East-Soybeans","1500RR",6
"76","9/27/2014 11:24:46 PM",-97.5936698016667,44.0966149483333,6.388,5.733,69.12,4147.6,0,358.58,"Stevens East","Stevens East-Soybeans","1500RR",6
"77","9/27/2014 11:24:47 PM",-97.5936702433333,44.0966320266667,6.224,5.733,64.06,3844.3,0,358.65,"Stevens East","Stevens East-Soybeans","1500RR",6
"78","9/27/2014 11:24:48 PM",-97.5936706583333,44.0966493666667,6.322,5.733,70.42,4226,0,358.94,"Stevens East","Stevens East-Soybeans","1500RR",6
"79","9/27/2014 11:24:49 PM",-97.5936703483333,44.09666696,6.42,5.733,66.3,3978.6,0,359.72,"Stevens East","Stevens East-Soybeans","1500RR",6
"80","9/27/2014 11:24:50 PM",-97.5936699,44.0966846783333,6.453,5.733,69.13,4148.7,0,0.344,"Stevens East","Stevens East-Soybeans","1500RR",6
"81","9/27/2014 11:24:51 PM",-97.593669775,44.0967025516667,6.519,5.733,66.15,3969.9,0,0.014,"Stevens East","Stevens East-Soybeans","1500RR",6
"82","9/27/2014 11:24:52 PM",-97.593669895,44.0967204416667,6.519,5.733,69.29,4158.4,0,359.91,"Stevens East","Stevens East-Soybeans","1500RR",6
"83","9/27/2014 11:24:53 PM",-97.5936700116667,44.096738055,6.42,5.733,61.52,3691.6,0,359.7,"Stevens East","Stevens East-Soybeans","1500RR",6
"84","9/27/2014 11:24:54 PM",-97.5936698766667,44.09675578,6.453,5.733,75.41,4525.1,0,359.75,"Stevens East","Stevens East-Soybeans","1500RR",6
"85","9/27/2014 11:24:55 PM",-97.5936702916667,44.0967734816667,6.453,5.733,68.63,4118.4,0,359.46,"Stevens East","Stevens East-Soybeans","1500RR",6
"86","9/27/2014 11:24:56 PM",-97.5936705233333,44.0967913583333,6.519,5.733,69.58,4175.5,0,359.33,"Stevens East","Stevens East-Soybeans","1500RR",6
"87","9/27/2014 11:24:57 PM",-97.5936710333333,44.0968091566667,6.486,5.733,67.35,4041.7,0,359.09,"Stevens East","Stevens East-Soybeans","1500RR",6
"88","9/27/2014 11:24:58 PM",-97.59367153,44.0968272166667,6.584,5.733,66.34,3981.2,0,359,"Stevens East","Stevens East-Soybeans","1500RR",6
"89","9/27/2014 11:24:59 PM",-97.593671655,44.0968450966667,6.519,5.733,72.36,4342.5,0,359.22,"Stevens East","Stevens East-Soybeans","1500RR",6
"90","9/27/2014 11:25:00 PM",-97.5936723933333,44.096863215,6.617,5.733,71.29,4277.9,0,358.7,"Stevens East","Stevens East-Soybeans","1500RR",6
"91","9/27/2014 11:25:01 PM",-97.593672805,44.09688118,6.552,5.733,69.52,4171.6,0,358.97,"Stevens East","Stevens East-Soybeans","1500RR",6
"92","9/27/2014 11:25:02 PM",-97.5936728616667,44.0968992166667,6.584,5.733,69.17,4150.8,0,359.36,"Stevens East","Stevens East-Soybeans","1500RR",6
"93","9/27/2014 11:25:03 PM",-97.59367346,44.0969170783333,6.519,5.733,72.15,4329.7,0,358.92,"Stevens East","Stevens East-Soybeans","1500RR",6
"94","9/27/2014 11:25:04 PM",-97.593673885,44.096934785,6.453,5.733,72.31,4339.1,0,358.94,"Stevens East","Stevens East-Soybeans","1500RR",6
"95","9/27/2014 11:25:05 PM",-97.5936744016667,44.096952725,6.552,5.733,69.23,4154.6,0,359,"Stevens East","Stevens East-Soybeans","1500RR",6
"96","9/27/2014 11:25:06 PM",-97.593674665,44.0969704283333,6.453,5.733,69.78,4187.7,0,359.16,"Stevens East","Stevens East-Soybeans","1500RR",6
"97","9/27/2014 11:25:07 PM",-97.59367491,44.0969877733333,6.322,5.733,70.94,4256.9,0,359.38,"Stevens East","Stevens East-Soybeans","1500RR",6
"98","9/27/2014 11:25:08 PM",-97.5936752166667,44.09700498,6.289,5.733,73.97,4438.9,0,359.32,"Stevens East","Stevens East-Soybeans","1500RR",6
"99","9/27/2014 11:25:09 PM",-97.593675245,44.0970221216667,6.256,5.733,73.32,4399.7,0,359.36,"Stevens East","Stevens East-Soybeans","1500RR",6
"100","9/27/2014 11:25:10 PM",-97.5936753433333,44.097038925,6.125,5.733,82.33,4940.7,0,359.7,"Stevens East","Stevens East-Soybeans","1500RR",6
"101","9/27/2014 11:25:11 PM",-97.5936749633333,44.0970557233333,6.125,5.733,76.18,4571.5,0,0.211,"Stevens East","Stevens East-Soybeans","1500RR",6
"102","9/27/2014 11:25:12 PM",-97.593674745,44.0970725883333,6.158,5.733,83.63,5018.6,0,0.391,"Stevens East","Stevens East-Soybeans","1500RR",6
"103","9/27/2014 11:25:13 PM",-97.5936739683333,44.09708959,6.191,5.733,69.81,4189.3,0,0.911,"Stevens East","Stevens East-Soybeans","1500RR",6
"104","9/27/2014 11:25:14 PM",-97.5936736933333,44.0971066216667,6.224,5.733,78.64,4719,0,0.801,"Stevens East","Stevens East-Soybeans","1500RR",6
"105","9/27/2014 11:25:15 PM",-97.5936737266667,44.09712352,6.158,5.733,75.32,4519.9,0,0.601,"Stevens East","Stevens East-Soybeans","1500RR",6
"106","9/27/2014 11:25:16 PM",-97.5936738233333,44.09714056,6.224,5.733,76.32,4579.9,0,0.331,"Stevens East","Stevens East-Soybeans","1500RR",6
"107","9/27/2014 11:25:17 PM",-97.5936738233333,44.0971574916667,6.158,5.733,77.89,4674.1,0,0.201,"Stevens East","Stevens East-Soybeans","1500RR",6
"108","9/27/2014 11:25:18 PM",-97.5936740666667,44.097174355,6.158,5.733,74.49,4470.1,0,359.78,"Stevens East","Stevens East-Soybeans","1500RR",6
"109","9/27/2014 11:25:19 PM",-97.59367436,44.0971914316667,6.224,5.733,79.24,4754.9,0,359.69,"Stevens East","Stevens East-Soybeans","1500RR",6
"110","9/27/2014 11:25:20 PM",-97.5936746616667,44.0972084016667,6.191,5.733,77.48,4649.3,0,359.57,"Stevens East","Stevens East-Soybeans","1500RR",6
"111","9/27/2014 11:25:21 PM",-97.5936750383333,44.09722535,6.191,5.733,78.08,4685.4,0,359.41,"Stevens East","Stevens East-Soybeans","1500RR",6
"112","9/27/2014 11:25:22 PM",-97.5936754716667,44.0972423833333,6.224,5.733,74.08,4445.4,0,359.29,"Stevens East","Stevens East-Soybeans","1500RR",6
"113","9/27/2014 11:25:23 PM",-97.5936757116667,44.097259575,6.256,5.733,77.56,4654.1,0,359.35,"Stevens East","Stevens East-Soybeans","1500RR",6
"114","9/27/2014 11:25:24 PM",-97.5936760833333,44.0972768383333,6.289,5.733,79.52,4771.9,0,359.12,"Stevens East","Stevens East-Soybeans","1500RR",6
"115","9/27/2014 11:25:25 PM",-97.5936767966667,44.097294055,6.289,5.733,79.3,4758.5,0,358.69,"Stevens East","Stevens East-Soybeans","1500RR",6
"116","9/27/2014 11:25:26 PM",-97.593676945,44.09731125,6.256,5.733,79.04,4743.3,0,359.21,"Stevens East","Stevens East-Soybeans","1500RR",6
"117","9/27/2014 11:25:27 PM",-97.5936771783333,44.097328405,6.256,5.733,78.82,4729.9,0,359.51,"Stevens East","Stevens East-Soybeans","1500RR",6
"118","9/27/2014 11:25:28 PM",-97.59367749,44.097345725,6.322,5.733,76.09,4566,0,359.6,"Stevens East","Stevens East-Soybeans","1500RR",6
"119","9/27/2014 11:25:29 PM",-97.5936775983333,44.097363035,6.322,5.733,80.8,4848.7,0,359.66,"Stevens East","Stevens East-Soybeans","1500RR",6
"120","9/27/2014 11:25:30 PM",-97.5936777266667,44.097380305,6.289,5.733,73.53,4412.3,0,359.49,"Stevens East","Stevens East-Soybeans","1500RR",6
"121","9/27/2014 11:25:31 PM",-97.593677845,44.097397535,6.289,5.733,77.59,4656.4,0,359.73,"Stevens East","Stevens East-Soybeans","1500RR",6
"122","9/27/2014 11:25:32 PM",-97.5936779433333,44.0974150016667,6.355,5.733,69.91,4195.4,0,359.78,"Stevens East","Stevens East-Soybeans","1500RR",6
"123","9/27/2014 11:25:33 PM",-97.5936778133333,44.0974324133333,6.355,5.733,75.7,4542.5,0,359.78,"Stevens East","Stevens East-Soybeans","1500RR",6
"124","9/27/2014 11:25:34 PM",-97.593677515,44.0974498366667,6.355,5.733,67.94,4076.8,0,0.312,"Stevens East","Stevens East-Soybeans","1500RR",6
"125","9/27/2014 11:25:35 PM",-97.59367754,44.09746715,6.322,5.733,82.27,4937,0,0.502,"Stevens East","Stevens East-Soybeans","1500RR",6
"126","9/27/2014 11:25:36 PM",-97.5936774966667,44.0974844233333,6.289,5.733,77.08,4625.4,0,0.482,"Stevens East","Stevens East-Soybeans","1500RR",6
"127","9/27/2014 11:25:37 PM",-97.5936778766667,44.0975018616667,6.355,5.733,70.72,4243.7,0,359.94,"Stevens East","Stevens East-Soybeans","1500RR",6
"128","9/27/2014 11:25:38 PM",-97.593678515,44.09751927,6.355,5.733,71.16,4270.1,0,359.32,"Stevens East","Stevens East-Soybeans","1500RR",6
"129","9/27/2014 11:25:39 PM",-97.5936792533333,44.0975367483333,6.388,5.733,70.28,4217.6,0,358.81,"Stevens East","Stevens East-Soybeans","1500RR",6
"130","9/27/2014 11:25:40 PM",-97.5936804266667,44.097554455,6.453,5.733,74.68,4481.8,0,358.24,"Stevens East","Stevens East-Soybeans","1500RR",6
"131","9/27/2014 11:25:41 PM",-97.5936811366667,44.0975723166667,6.519,5.733,72.65,4359.6,0,358.32,"Stevens East","Stevens East-Soybeans","1500RR",6
"132","9/27/2014 11:25:42 PM",-97.5936822133333,44.097590165,6.519,5.733,76.86,4612.3,0,358.11,"Stevens East","Stevens East-Soybeans","1500RR",6
"133","9/27/2014 11:25:43 PM",-97.5936828583333,44.0976078083333,6.42,5.733,76.52,4591.7,0,358.56,"Stevens East","Stevens East-Soybeans","1500RR",6
"134","9/27/2014 11:25:44 PM",-97.5936835266667,44.097625505,6.453,5.733,76.7,4603,0,358.46,"Stevens East","Stevens East-Soybeans","1500RR",6
"135","9/27/2014 11:25:45 PM",-97.593684125,44.0976432416667,6.453,5.733,72.38,4343.4,0,358.38,"Stevens East","Stevens East-Soybeans","1500RR",6
"136","9/27/2014 11:25:46 PM",-97.5936851383333,44.0976609,6.453,5.733,71.3,4278.5,0,358.14,"Stevens East","Stevens East-Soybeans","1500RR",6
"137","9/27/2014 11:25:47 PM",-97.5936856183333,44.0976786066667,6.453,5.733,68.85,4131.4,0,358.48,"Stevens East","Stevens East-Soybeans","1500RR",6
"138","9/27/2014 11:25:48 PM",-97.5936858483333,44.09769585,6.289,5.733,66.72,4003.9,0,358.86,"Stevens East","Stevens East-Soybeans","1500RR",6
"139","9/27/2014 11:25:49 PM",-97.5936869533333,44.097713145,6.322,5.733,68.73,4124.4,0,358.21,"Stevens East","Stevens East-Soybeans","1500RR",6
"140","9/27/2014 11:25:50 PM",-97.593688025,44.097730145,6.191,5.733,75.97,4559.1,0,357.92,"Stevens East","Stevens East-Soybeans","1500RR",6
"141","9/27/2014 11:25:51 PM",-97.5936892333333,44.0977470966667,6.191,5.733,72.14,4329.1,0,357.49,"Stevens East","Stevens East-Soybeans","1500RR",6
"142","9/27/2014 11:25:52 PM",-97.59368887,44.0977642083333,6.256,5.733,74.43,4466.7,0,359.14,"Stevens East","Stevens East-Soybeans","1500RR",6
"143","9/27/2014 11:25:53 PM",-97.5936876183333,44.097781255,6.224,5.733,69.14,4149.3,0,0.93,"Stevens East","Stevens East-Soybeans","1500RR",6
"144","9/27/2014 11:25:54 PM",-97.5936870716667,44.09779845,6.256,5.733,79.19,4752.3,0,1.09,"Stevens East","Stevens East-Soybeans","1500RR",6
"145","9/27/2014 11:25:55 PM",-97.5936869416667,44.097815535,6.224,5.733,71.76,4306.3,0,0.76,"Stevens East","Stevens East-Soybeans","1500RR",6
"146","9/27/2014 11:25:56 PM",-97.5936874533333,44.0978325483333,6.191,5.733,79.65,4780.1,0,359.98,"Stevens East","Stevens East-Soybeans","1500RR",6
"147","9/27/2014 11:25:57 PM",-97.59368805,44.09784927,6.092,5.733,79.72,4784,0,359.27,"Stevens East","Stevens East-Soybeans","1500RR",6
"148","9/27/2014 11:25:58 PM",-97.5936882016667,44.0978656666667,5.994,5.733,76.22,4573.8,0,359.51,"Stevens East","Stevens East-Soybeans","1500RR",6
"149","9/27/2014 11:25:59 PM",-97.5936876983333,44.0978820416667,5.961,5.733,79.91,4795.6,0,0.445,"Stevens East","Stevens East-Soybeans","1500RR",6
"150","9/27/2014 11:26:00 PM",-97.5936875416667,44.0978984216667,5.961,5.733,73.59,4416.3,0,0.465,"Stevens East","Stevens East-Soybeans","1500RR",6
"151","9/27/2014 11:26:01 PM",-97.5936879483333,44.0979146833333,5.928,5.733,78.79,4728,0,359.91,"Stevens East","Stevens East-Soybeans","1500RR",6
"152","9/27/2014 11:26:02 PM",-97.5936883183333,44.0979310916667,5.994,5.733,72.41,4345.6,0,359.64,"Stevens East","Stevens East-Soybeans","1500RR",6
"153","9/27/2014 11:26:03 PM",-97.5936889666667,44.0979474066667,5.961,5.733,77.34,4641.1,0,359,"Stevens East","Stevens East-Soybeans","1500RR",6
"154","9/27/2014 11:26:04 PM",-97.5936900766667,44.0979639466667,6.027,5.733,74.49,4470.1,0,358.18,"Stevens East","Stevens East-Soybeans","1500RR",6
"155","9/27/2014 11:26:05 PM",-97.5936909566667,44.09798043,6.027,5.733,71.94,4317.3,0,358.25,"Stevens East","Stevens East-Soybeans","1500RR",6
"156","9/27/2014 11:26:06 PM",-97.59369123,44.0979969016667,5.994,5.733,79.4,4764.7,0,358.6,"Stevens East","Stevens East-Soybeans","1500RR",6
"157","9/27/2014 11:26:07 PM",-97.593691705,44.098013345,5.994,5.733,78.62,4718.2,0,358.68,"Stevens East","Stevens East-Soybeans","1500RR",6
"158","9/27/2014 11:26:08 PM",-97.5936922233333,44.0980298533333,6.027,5.733,77.73,4664.7,0,358.74,"Stevens East","Stevens East-Soybeans","1500RR",6
"159","9/27/2014 11:26:09 PM",-97.5936927983333,44.09804631,5.994,5.733,74.9,4494.6,0,358.69,"Stevens East","Stevens East-Soybeans","1500RR",6
"160","9/27/2014 11:26:10 PM",-97.593693265,44.0980629583333,6.059,5.733,76.31,4579.5,0,358.74,"Stevens East","Stevens East-Soybeans","1500RR",6
"161","9/27/2014 11:26:11 PM",-97.5936935383333,44.0980798133333,6.158,5.733,77.89,4674.1,0,359,"Stevens East","Stevens East-Soybeans","1500RR",6
"162","9/27/2014 11:26:12 PM",-97.5936936,44.0980966216667,6.125,5.733,75.42,4525.9,0,359.41,"Stevens East","Stevens East-Soybeans","1500RR",6
"163","9/27/2014 11:26:13 PM",-97.5936941183333,44.0981134233333,6.125,5.733,80.36,4822.2,0,359,"Stevens East","Stevens East-Soybeans","1500RR",6
"164","9/27/2014 11:26:14 PM",-97.593694835,44.0981302766667,6.158,5.733,73.28,4397.5,0,358.93,"Stevens East","Stevens East-Soybeans","1500RR",6
"165","9/27/2014 11:26:15 PM",-97.5936949233333,44.0981470183333,6.092,5.733,78.5,4710.7,0,359.45,"Stevens East","Stevens East-Soybeans","1500RR",6
"166","9/27/2014 11:26:16 PM",-97.5936955833333,44.0981641583333,6.256,5.733,72.65,4359.6,0,359.22,"Stevens East","Stevens East-Soybeans","1500RR",6
